id,pokemon_id,version_id,item_id,rarity
1,12,7,199,5
2,12,8,199,5
3,12,9,199,5
4,12,10,199,5
5,12,11,199,5
6,12,12,199,5
7,12,13,199,5
8,12,14,199,5
9,12,15,199,5
10,12,16,199,5
11,12,17,199,5
12,12,18,199,5
13,12,21,199,5
14,12,22,199,5
15,12,23,199,5
16,12,24,199,5
17,15,7,222,5
18,15,8,222,5
19,15,9,222,5
20,15,10,222,5
21,15,11,222,5
22,15,12,222,5
23,15,13,222,5
24,15,14,222,5
25,15,15,222,5
26,15,16,222,5
27,15,17,222,5
28,15,18,222,5
29,15,21,222,5
30,15,22,222,5
31,15,23,222,5
32,15,24,222,5
33,19,12,177,5
34,19,13,177,5
35,19,14,177,5
36,19,15,177,5
37,19,16,177,5
38,19,17,177,5
39,19,18,177,5
40,20,10,132,50
41,20,10,135,5
42,20,11,132,50
43,20,11,135,5
44,20,12,177,5
45,20,13,177,5
46,20,14,177,5
47,20,15,177,5
48,20,16,177,5
49,20,17,177,5
50,20,18,177,5
51,22,7,221,5
52,22,8,221,5
53,22,9,221,5
54,22,10,221,5
55,22,11,221,5
56,22,12,221,5
57,22,13,221,5
58,22,14,221,5
59,22,15,221,5
60,22,16,221,5
61,22,17,221,5
62,22,18,221,5
63,22,21,221,5
64,22,22,221,5
65,22,23,221,5
66,22,24,221,5
67,24,10,222,5
68,24,11,222,5
69,25,7,132,50
70,25,7,213,5
71,25,8,132,50
72,25,8,213,5
73,25,9,132,50
74,25,9,213,5
75,25,12,132,50
76,25,12,213,5
77,25,13,132,50
78,25,13,213,5
79,25,14,132,50
80,25,14,213,5
81,25,15,132,50
82,25,15,213,5
83,25,16,132,50
84,25,16,213,5
85,25,17,132,50
86,25,17,213,1
87,25,18,132,50
88,25,18,213,1
89,25,21,213,5
90,25,22,213,5
91,25,23,213,5
92,25,24,213,5
93,26,7,132,5
94,26,8,132,5
95,26,9,132,5
96,26,12,132,5
97,26,13,132,5
98,26,14,132,5
99,26,15,132,5
100,26,16,132,5
101,26,17,132,50
102,26,18,132,50
103,27,7,194,5
104,27,8,194,5
105,27,9,194,5
106,27,12,194,5
107,27,13,194,5
108,27,14,194,5
109,27,15,194,5
110,27,16,194,5
111,27,17,194,5
112,27,18,194,5
113,27,21,194,5
114,27,22,194,5
115,27,23,194,5
116,27,24,194,5
117,28,7,194,5
118,28,8,194,5
119,28,9,194,5
120,28,10,214,5
121,28,11,214,5
122,28,12,194,5
123,28,13,194,5
124,28,14,194,5
125,28,15,194,5
126,28,16,194,5
127,28,17,194,5
128,28,18,194,5
129,28,21,194,5
130,28,22,194,5
131,28,23,194,5
132,28,24,194,5
133,35,7,81,5
134,35,7,131,50
135,35,8,81,5
136,35,8,131,50
137,35,9,81,5
138,35,9,131,50
139,35,10,81,5
140,35,11,81,5
141,35,12,81,5
142,35,12,131,50
143,35,13,81,5
144,35,13,131,50
145,35,14,81,5
146,35,14,131,50
147,35,15,81,5
148,35,15,131,50
149,35,16,81,5
150,35,16,131,50
151,35,17,81,5
152,35,17,131,50
153,35,17,624,1
154,35,18,81,5
155,35,18,131,50
156,35,18,624,1
157,35,21,81,5
158,35,21,131,50
159,35,21,624,1
160,35,22,81,5
161,35,22,131,50
162,35,22,624,1
163,35,23,81,5
164,35,24,81,5
165,36,7,81,5
166,36,7,131,50
167,36,8,81,5
168,36,8,131,50
169,36,9,81,5
170,36,9,131,50
171,36,10,81,5
172,36,11,81,5
173,36,12,81,5
174,36,12,131,50
175,36,13,81,5
176,36,13,131,50
177,36,14,81,5
178,36,14,131,50
179,36,15,81,5
180,36,15,131,50
181,36,16,81,5
182,36,16,131,50
183,36,17,81,5
184,36,17,131,50
185,36,17,624,1
186,36,18,81,5
187,36,18,131,50
188,36,18,624,1
189,36,21,81,5
190,36,21,131,50
191,36,21,624,1
192,36,22,81,5
193,36,22,131,50
194,36,22,624,1
195,36,23,81,5
196,36,24,81,5
197,37,7,129,100
198,37,8,129,100
199,37,9,129,100
200,37,10,129,50
201,37,11,129,50
202,37,12,129,100
203,37,13,129,100
204,37,14,129,100
205,37,15,129,100
206,37,16,129,100
207,37,17,129,100
208,37,18,129,100
209,37,21,129,100
210,37,22,129,100
211,38,7,129,100
212,38,8,129,100
213,38,9,129,100
214,38,10,129,50
215,38,11,129,50
216,38,12,129,100
217,38,13,129,100
218,38,14,129,100
219,38,15,129,100
220,38,16,129,100
221,38,17,129,100
222,38,18,129,100
223,38,21,129,100
224,38,22,129,100
225,39,10,132,50
226,39,11,132,50
227,40,10,132,50
228,40,11,132,50
229,46,7,86,50
230,46,7,87,5
231,46,8,86,50
232,46,8,87,5
233,46,9,86,50
234,46,9,87,5
235,46,10,86,50
236,46,10,87,5
237,46,11,86,50
238,46,11,87,5
239,46,12,86,50
240,46,12,87,5
241,46,13,86,50
242,46,13,87,5
243,46,14,86,50
244,46,14,87,5
245,46,15,86,50
246,46,15,87,5
247,46,16,86,50
248,46,16,87,5
249,46,17,86,50
250,46,17,87,5
251,46,17,621,1
252,46,18,86,50
253,46,18,87,5
254,46,18,621,1
255,46,21,86,50
256,46,21,87,5
257,46,21,621,1
258,46,22,86,50
259,46,22,87,5
260,46,22,621,1
261,46,23,86,50
262,46,23,87,5
263,46,24,86,50
264,46,24,87,5
265,47,7,86,50
266,47,7,87,5
267,47,8,86,50
268,47,8,87,5
269,47,9,86,50
270,47,9,87,5
271,47,10,86,50
272,47,10,87,5
273,47,11,86,50
274,47,11,87,5
275,47,12,86,50
276,47,12,87,5
277,47,13,86,50
278,47,13,87,5
279,47,14,86,50
280,47,14,87,5
281,47,15,86,50
282,47,15,87,5
283,47,16,86,50
284,47,16,87,5
285,47,17,86,50
286,47,17,87,5
287,47,17,621,1
288,47,18,86,50
289,47,18,87,5
290,47,18,621,1
291,47,21,86,50
292,47,21,87,5
293,47,21,621,1
294,47,22,86,50
295,47,22,87,5
296,47,22,621,1
297,47,23,86,50
298,47,23,87,5
299,47,24,86,50
300,47,24,87,5
301,49,10,199,5
302,49,11,199,5
303,49,12,272,5
304,49,13,272,5
305,49,14,272,5
306,49,15,272,5
307,49,16,272,5
308,49,17,272,5
309,49,18,272,5
310,49,21,272,5
311,49,22,272,5
312,49,23,272,5
313,49,24,272,5
314,50,12,214,5
315,50,13,214,5
316,50,14,214,5
317,50,15,214,5
318,50,16,214,5
319,50,17,214,5
320,50,18,214,5
321,50,21,214,5
322,50,22,214,5
323,50,23,214,5
324,50,24,214,5
325,51,12,214,5
326,51,13,214,5
327,51,14,214,5
328,51,15,214,5
329,51,16,214,5
330,51,17,214,5
331,51,18,214,5
332,51,21,214,5
333,51,22,214,5
334,51,23,214,5
335,51,24,214,5
336,52,10,92,5
337,52,11,92,5
338,52,12,194,5
339,52,13,194,5
340,52,14,194,5
341,52,15,194,5
342,52,16,194,5
343,52,17,194,5
344,52,18,194,5
345,52,21,194,5
346,52,22,194,5
347,52,23,194,5
348,52,24,194,5
349,53,12,194,5
350,53,13,194,5
351,53,14,194,5
352,53,15,194,5
353,53,16,194,5
354,53,17,194,5
355,53,18,194,5
356,53,21,194,5
357,53,22,194,5
358,53,23,194,5
359,53,24,194,5
360,56,12,170,5
361,56,13,170,5
362,56,14,170,5
363,56,15,170,5
364,56,16,170,5
365,56,17,170,5
366,56,18,170,5
367,56,21,170,5
368,56,22,170,5
369,57,12,170,5
370,57,13,170,5
371,57,14,170,5
372,57,15,170,5
373,57,16,170,5
374,57,17,170,5
375,57,18,170,5
376,57,21,170,5
377,57,22,170,5
378,58,7,129,100
379,58,8,129,100
380,58,9,129,100
381,58,10,129,50
382,58,11,129,50
383,58,12,129,100
384,58,13,129,100
385,58,14,129,100
386,58,15,129,100
387,58,16,129,100
388,58,17,129,100
389,58,18,129,100
390,58,21,129,50
391,58,22,129,50
392,59,7,129,100
393,59,8,129,100
394,59,9,129,100
395,59,10,129,50
396,59,11,129,50
397,59,12,129,100
398,59,13,129,100
399,59,14,129,100
400,59,15,129,100
401,59,16,129,100
402,59,17,129,100
403,59,18,129,100
404,59,21,129,50
405,59,22,129,50
406,61,7,198,5
407,61,8,198,5
408,61,9,198,5
409,61,12,198,5
410,61,13,198,5
411,61,14,198,5
412,61,15,198,5
413,61,16,198,5
414,61,17,198,5
415,61,18,198,5
416,61,21,198,5
417,61,22,198,5
418,61,23,198,5
419,61,24,198,5
420,62,7,198,5
421,62,8,198,5
422,62,9,198,5
423,62,12,198,5
424,62,13,198,5
425,62,14,198,5
426,62,15,198,5
427,62,16,198,5
428,62,17,198,5
429,62,18,198,5
430,62,21,198,5
431,62,22,198,5
432,62,23,198,5
433,62,24,198,5
434,63,7,225,5
435,63,8,225,5
436,63,9,225,5
437,63,10,225,5
438,63,11,225,5
439,63,12,225,5
440,63,13,225,5
441,63,14,225,5
442,63,15,225,5
443,63,16,225,5
444,63,17,225,5
445,63,18,225,5
446,63,21,225,5
447,63,22,225,5
448,63,23,225,5
449,63,24,225,5
450,64,7,225,5
451,64,8,225,5
452,64,9,225,5
453,64,10,225,5
454,64,11,225,5
455,64,12,225,5
456,64,13,225,5
457,64,14,225,5
458,64,15,225,5
459,64,16,225,5
460,64,17,225,5
461,64,18,225,5
462,64,21,225,5
463,64,22,225,5
464,64,23,225,5
465,64,24,225,5
466,65,7,225,5
467,65,8,225,5
468,65,9,225,5
469,65,10,225,5
470,65,11,225,5
471,65,12,225,5
472,65,13,225,5
473,65,14,225,5
474,65,15,225,5
475,65,16,225,5
476,65,17,225,5
477,65,18,225,5
478,65,21,225,5
479,65,22,225,5
480,65,23,225,5
481,65,24,225,5
482,67,10,207,5
483,67,11,207,5
484,68,10,207,5
485,68,11,207,5
486,72,12,222,5
487,72,13,222,5
488,72,14,222,5
489,72,15,222,5
490,72,16,222,5
491,72,17,222,5
492,72,18,222,5
493,72,21,222,5
494,72,22,222,5
495,72,23,222,5
496,72,24,222,5
497,73,12,222,5
498,73,13,222,5
499,73,14,222,5
500,73,15,222,5
501,73,16,222,5
502,73,17,222,5
503,73,18,222,5
504,73,21,222,5
505,73,22,222,5
506,73,23,222,5
507,73,24,222,5
508,74,7,206,5
509,74,8,206,5
510,74,9,206,5
511,74,12,206,5
512,74,13,206,5
513,74,14,206,5
514,74,15,206,5
515,74,16,206,5
516,74,17,206,5
517,74,18,206,5
518,74,21,206,5
519,74,22,206,5
520,74,23,206,5
521,74,24,206,5
522,75,7,206,5
523,75,8,206,5
524,75,9,206,5
525,75,10,215,5
526,75,11,215,5
527,75,12,206,5
528,75,13,206,5
529,75,14,206,5
530,75,15,206,5
531,75,16,206,5
532,75,17,206,5
533,75,18,206,5
534,75,21,206,5
535,75,22,206,5
536,75,23,206,5
537,75,24,206,5
538,76,7,206,5
539,76,8,206,5
540,76,9,206,5
541,76,10,215,5
542,76,11,215,5
543,76,12,206,5
544,76,13,206,5
545,76,14,206,5
546,76,15,206,5
547,76,16,206,5
548,76,17,206,5
549,76,18,206,5
550,76,21,206,5
551,76,22,206,5
552,76,23,206,5
553,76,24,206,5
554,77,12,168,5
555,77,13,168,5
556,77,14,168,5
557,77,15,168,5
558,77,16,168,5
559,77,17,168,5
560,77,18,168,5
561,77,21,168,5
562,77,22,168,5
563,78,12,168,5
564,78,13,168,5
565,78,14,168,5
566,78,15,168,5
567,78,16,168,5
568,78,17,168,5
569,78,18,168,5
570,78,21,168,5
571,78,22,168,5
572,79,7,198,5
573,79,8,198,5
574,79,9,198,5
575,79,12,256,5
576,79,13,256,5
577,79,14,256,5
578,79,15,256,5
579,79,16,256,5
580,79,17,256,5
581,79,18,256,5
582,79,21,256,5
583,79,22,256,5
584,79,23,256,5
585,79,24,256,5
586,80,7,198,5
587,80,8,198,5
588,80,9,198,5
589,80,12,198,5
590,80,13,198,5
591,80,14,198,5
592,80,15,198,5
593,80,16,198,5
594,80,17,198,5
595,80,18,198,5
596,80,21,198,5
597,80,22,198,5
598,80,23,198,5
599,80,24,198,5
600,81,7,210,5
601,81,8,210,5
602,81,9,210,5
603,81,12,210,5
604,81,13,210,5
605,81,14,210,5
606,81,15,210,5
607,81,16,210,5
608,81,17,210,5
609,81,18,210,5
610,81,21,210,5
611,81,22,210,5
612,81,23,210,5
613,81,24,210,5
614,82,7,210,5
615,82,8,210,5
616,82,9,210,5
617,82,10,219,5
618,82,11,219,5
619,82,12,210,5
620,82,13,210,5
621,82,14,210,5
622,82,15,210,5
623,82,16,210,5
624,82,17,210,5
625,82,18,210,5
626,82,21,210,5
627,82,22,210,5
628,82,23,210,5
629,82,24,210,5
630,83,7,236,5
631,83,8,236,5
632,83,9,236,5
633,83,10,236,5
634,83,11,236,5
635,83,12,236,5
636,83,13,236,5
637,83,14,236,5
638,83,15,236,5
639,83,16,236,5
640,83,17,236,5
641,83,18,236,5
642,83,21,236,5
643,83,22,236,5
644,83,23,236,5
645,83,24,236,5
646,84,7,221,5
647,84,8,221,5
648,84,9,221,5
649,84,12,221,5
650,84,13,221,5
651,84,14,221,5
652,84,15,221,5
653,84,16,221,5
654,84,17,221,5
655,84,18,221,5
656,84,21,221,5
657,84,22,221,5
658,84,23,221,5
659,84,24,221,5
660,85,7,221,5
661,85,8,221,5
662,85,9,221,5
663,85,10,221,5
664,85,11,221,5
665,85,12,221,5
666,85,13,221,5
667,85,14,221,5
668,85,15,221,5
669,85,16,221,5
670,85,17,221,5
671,85,18,221,5
672,85,21,221,5
673,85,22,221,5
674,85,23,221,5
675,85,24,221,5
676,86,10,130,50
677,86,11,130,50
678,87,10,130,50
679,87,10,223,5
680,87,11,130,50
681,87,11,223,5
682,88,7,92,5
683,88,8,92,5
684,88,9,92,5
685,88,12,92,5
686,88,13,92,5
687,88,14,92,5
688,88,15,92,5
689,88,16,92,5
690,88,17,92,5
691,88,18,92,5
692,88,21,258,5
693,88,22,258,5
694,88,23,258,5
695,88,24,258,5
696,89,7,92,5
697,89,8,92,5
698,89,9,92,5
699,89,12,92,5
700,89,13,92,5
701,89,14,92,5
702,89,15,92,5
703,89,16,92,5
704,89,17,92,5
705,89,18,92,5
706,89,21,249,1
707,89,21,258,50
708,89,22,249,1
709,89,22,258,50
710,89,23,258,50
711,89,24,258,50
712,90,7,88,50
713,90,7,89,5
714,90,8,88,50
715,90,8,89,5
716,90,9,88,50
717,90,9,89,5
718,90,10,88,50
719,90,10,89,5
720,90,11,88,50
721,90,11,89,5
722,90,12,88,50
723,90,12,89,5
724,90,13,88,50
725,90,13,89,5
726,90,14,88,50
727,90,14,89,5
728,90,15,88,50
729,90,15,89,5
730,90,16,88,50
731,90,16,89,5
732,90,17,88,50
733,90,17,89,5
734,90,18,88,50
735,90,18,89,5
736,90,21,88,50
737,90,21,89,5
738,90,22,88,50
739,90,22,89,5
740,90,23,88,50
741,90,23,89,5
742,90,24,88,50
743,90,24,89,5
744,91,7,88,50
745,91,7,89,5
746,91,8,88,50
747,91,8,89,5
748,91,9,88,50
749,91,9,89,5
750,91,10,88,50
751,91,10,89,5
752,91,11,88,50
753,91,11,89,5
754,91,12,88,50
755,91,12,89,5
756,91,13,88,50
757,91,13,89,5
758,91,14,88,50
759,91,14,89,5
760,91,15,88,50
761,91,15,89,5
762,91,16,88,50
763,91,16,89,5
764,91,17,88,50
765,91,17,89,5
766,91,18,88,50
767,91,18,89,5
768,91,21,88,50
769,91,21,89,5
770,91,22,88,50
771,91,22,89,5
772,91,23,88,50
773,91,23,89,5
774,91,24,88,50
775,91,24,89,5
776,93,10,224,5
777,93,11,224,5
778,94,10,224,5
779,94,11,224,5
780,95,10,215,5
781,95,11,215,5
782,104,7,235,5
783,104,8,235,5
784,104,9,235,5
785,104,10,235,5
786,104,11,235,5
787,104,12,235,5
788,104,13,235,5
789,104,14,235,5
790,104,15,235,5
791,104,16,235,5
792,104,17,235,5
793,104,18,235,5
794,104,21,235,5
795,104,22,235,5
796,104,23,235,5
797,104,24,235,5
798,105,7,235,5
799,105,8,235,5
